target_id	name	fam	tdl	idg2	protein_id	sym	family	geneid	uniprot	up_version	stringid	chr	description	dtoid
16219	Spermatogenesis-defective protein 39 homolog	None	Tbio	0	16219	VIPAS39	Belongs to the SPE39 family.	63894	Q9H9C1	1	ENSP00000339122	14q24.3	Spermatogenesis-defective protein 39 homolog	None
16220	Agmatinase, mitochondrial	Enzyme	Tbio	0	16220	AGMAT	Belongs to the arginase family. Agmatinase subfamily.	79814	Q9BSE5	2	ENSP00000364986	1p36.21	Agmatinase, mitochondrial	None
16221	Pre-mRNA-splicing factor SPF27	None	Tbio	0	16221	BCAS2	Belongs to the SPF27 family.	10286	O75934	1	ENSP00000358554	1p13.2	Pre-mRNA-splicing factor SPF27	None
16222	Paraplegin	Enzyme	Tbio	0	16222	SPG7	In the C-terminal section; belongs to the peptidase M41 family.	6687	Q9UQ90	2	ENSP00000268704	16q24.3	Paraplegin	None
16223	Protein SPHAR	None	Tdark	0	16223	SPHAR	None	10638	Q15513	1	ENSP00000355649	1q42.13	Protein SPHAR	None
16224	N-sulphoglucosamine sulphohydrolase	Enzyme	Tbio	0	16224	SGSH	Belongs to the sulfatase family.	6448	P51688	1	ENSP00000314606	17q25.3	N-sulphoglucosamine sulphohydrolase	None
16225	Cornifin-A	None	Tbio	0	16225	SPRR1A	Belongs to the cornifin (SPRR) family.	6698	P35321	2	ENSP00000307340	1q21.3	Cornifin-A	None
16226	Cornifin-B	None	Tbio	0	16226	SPRR1B	Belongs to the cornifin (SPRR) family.	6699	P22528	2	ENSP00000306461	1q21.3	Cornifin-B	None
16227	Small proline-rich protein 2E	None	Tbio	0	16227	SPRR2E	Belongs to the cornifin (SPRR) family.	6704	P22531	2	ENSP00000357739	1q21.3	Small proline-rich protein 2E	None
16228	Sprouty-related, EVH1 domain-containing protein 2	None	Tbio	0	16228	SPRED2	None	200734	Q7Z698	2	ENSP00000348753	2p14	Sprouty-related, EVH1 domain-containing protein 2	None
16229	Putative small proline-rich protein 5	None	Tdark	0	16229	SPRR5	None	110806278	A0A1B0GTR4	1	None	1q21.3	Putative small proline-rich protein 5	None
16230	SPRY domain-containing protein 4	None	Tdark	0	16230	SPRYD4	None	283377	Q8WW59	2	ENSP00000338034	12q13.3	SPRY domain-containing protein 4	None
16231	SPATS2-like protein	None	Tbio	0	16231	SPATS2L	Belongs to the SPATS2 family.	26010	Q9NUQ6	2	ENSP00000351503	2q33.1	SPATS2-like protein	None
16232	SPRY domain-containing SOCS box protein 3	None	Tdark	0	16232	SPSB3	Belongs to the SPSB family.	90864	Q6PJ21	2	ENSP00000301717	16p13.3	SPRY domain-containing SOCS box protein 3	None
16233	Spermine synthase	Enzyme	Tchem	0	16233	SMS	Belongs to the spermidine/spermine synthase family.	6611	P52788	2	ENSP00000385746	Xp22.11	Spermine synthase	None
16234	Spermatogenesis-associated protein 19, mitochondrial	None	Tbio	0	16234	SPATA19	None	219938	Q7Z5L4	2	ENSP00000299140	11q25	Spermatogenesis-associated protein 19, mitochondrial	None
16235	Protein SPT2 homolog	None	Tdark	0	16235	SPTY2D1	Belongs to the SPT2 family.	144108	Q68D10	3	ENSP00000337991	11p15.1	Protein SPT2 homolog	None
16236	Spectrin beta chain, erythrocytic	None	Tbio	0	16236	SPTB	Belongs to the spectrin family.	6710	P11277	5	ENSP00000374372	14q23.3	Spectrin beta chain, erythrocytic	None
16237	Sperm protein associated with the nucleus on the X chromosome N4	None	Tdark	0	16237	SPANXN4	Belongs to the SPAN-X family.	441525	Q5MJ08	1	ENSP00000405210	Xq27.3	Sperm protein associated with the nucleus on the X chromosome N4	None
16238	Spexin	None	Tbio	0	16238	SPX	None	80763	Q9BT56	1	ENSP00000256969	12p12.1	Spexin	None
16239	Protein sprouty homolog 3	None	Tbio	0	16239	SPRY3	Belongs to the sprouty family.	10251	O43610	2	ENSP00000302978	Xq28 and Yq12	Protein sprouty homolog 3	None
16240	Protein SREK1IP1	None	Tdark	0	16240	SREK1IP1	None	285672	Q8N9Q2	1	ENSP00000427401	5q12.3	Protein SREK1IP1	None
16241	Splicing regulatory glutamine/lysine-rich protein 1	None	Tbio	0	16241	SREK1	Belongs to the splicing factor SR family.	140890	Q8WXA9	1	ENSP00000334538	5q12.3	Splicing regulatory glutamine/lysine-rich protein 1	None
16242	Serum response factor-binding protein 1	None	Tbio	0	16242	SRFBP1	None	153443	Q8NEF9	1	ENSP00000341324	5q23.1	Serum response factor-binding protein 1	None
16243	Secretion-regulating guanine nucleotide exchange factor	None	Tdark	0	16243	SERGEF	None	26297	Q9UGK8	2	ENSP00000265965	11p15.1	Secretion-regulating guanine nucleotide exchange factor	None
16244	SLIT-ROBO Rho GTPase-activating protein 1	Enzyme	Tbio	0	16244	SRGAP1	None	57522	Q7Z6B7	1	ENSP00000347198	12q14.2	SLIT-ROBO Rho GTPase-activating protein 1	None
16245	Tyrosine-protein kinase Srms	Kinase	Tchem	0	16245	SRMS	Belongs to the protein kinase superfamily. Tyr protein kinase family. SRC subfamily.	6725	Q9H3Y6	1	ENSP00000217188	20q13.33	Tyrosine-protein kinase Srms	DTO_03100485
16246	Signal recognition particle 19 kDa protein	None	Tbio	0	16246	SRP19	Belongs to the SRP19 family.	6728	P09132	3	ENSP00000424870	5q22.2	Signal recognition particle 19 kDa protein	None
16247	SRSF protein kinase 1	Kinase	Tchem	0	16247	SRPK1	Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family.	6732	Q96SB4	2	ENSP00000362931	6p21.31	SRSF protein kinase 1	DTO_03100486
16248	SRSF protein kinase 2	Kinase	Tchem	0	16248	SRPK2	Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family.	6733	P78362	3	ENSP00000377262	7q22.3	SRSF protein kinase 2	DTO_03100487
16249	Serine/arginine-rich splicing factor 10	None	Tbio	0	16249	SRSF10	Belongs to the splicing factor SR family.	10772	O75494	1	ENSP00000420195	1p36.11	Serine/arginine-rich splicing factor 10	None
16250	Serine/arginine-rich splicing factor 12	None	Tbio	0	16250	SRSF12	Belongs to the splicing factor SR family.	135295	Q8WXF0	1	ENSP00000414302	6q15	Serine/arginine-rich splicing factor 12	None
16251	Protein phosphatase Slingshot homolog 2	Enzyme	Tbio	0	16251	SSH2	Belongs to the protein-tyrosine phosphatase family.	85464	Q76I76	1	ENSP00000269033	17q11.2	Protein phosphatase Slingshot homolog 2	None
16252	Protein phosphatase Slingshot homolog 3	Enzyme	Tdark	0	16252	SSH3	Belongs to the protein-tyrosine phosphatase family.	54961	Q8TE77	2	ENSP00000312081	11q13.2	Protein phosphatase Slingshot homolog 3	None
16253	Translocon-associated protein subunit beta	None	Tbio	0	16253	SSR2	Belongs to the TRAP-beta family.	6746	P43308	1	ENSP00000295702	1q22	Translocon-associated protein subunit beta	None
16254	Translocon-associated protein subunit delta	None	Tbio	0	16254	SSR4	Belongs to the TRAP-delta family.	6748	P51571	1	ENSP00000317331	Xq28	Translocon-associated protein subunit delta	None
16255	Septin-12	None	Tbio	0	16255	SEPT12	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family.	124404	Q8IYM1	1	ENSP00000268231	16p13.3	Septin-12	None
16256	Selenoprotein F	None	Tbio	0	16256	SELENOF	Belongs to the selenoprotein M/F family.	9403	O60613	3	ENSP00000328729	1p22.3	Selenoprotein F	None
16257	Septin-2	None	Tbio	0	16257	SEPT2	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family.	4735	Q15019	1	ENSP00000353157	2q37.3	Septin-2	None
16258	Neuronal-specific septin-3	None	Tbio	0	16258	SEPT3	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family.	55964	Q9UH03	3	ENSP00000379704	22q13.2	Neuronal-specific septin-3	None
16259	Septin-5	None	Tbio	0	16259	SEPT5	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family.	5413	Q99719	1	ENSP00000391311	22q11.21	Septin-5	None
16260	Septin-6	None	Tbio	0	16260	SEPT6	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family.	23157	Q14141	4	ENSP00000341524	Xq24	Septin-6	None
16261	Septin-7	None	Tbio	0	16261	SEPT7	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family.	989	Q16181	2	ENSP00000381992	7p14.2	Septin-7	None
16262	Septin-9	None	Tbio	0	16262	SEPT9	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family.	10801	Q9UHD8	2	ENSP00000391249	17q25.3	Septin-9	None
16263	Phosphoserine phosphatase	Enzyme	Tbio	0	16263	PSPH	Belongs to the HAD-like hydrolase superfamily. SerB family.	5723	P78330	2	ENSP00000275605	7p11.2	Phosphoserine phosphatase	None
16264	Serine incorporator 3	None	Tbio	0	16264	SERINC3	Belongs to the TDE1 family.	10955	Q13530	2	ENSP00000255175	20q13.12	Serine incorporator 3	None
16265	Small EDRK-rich factor 1	None	Tbio	0	16265	SERF1A	Belongs to the SERF family.	8293	O75920	1	ENSP00000370126	5q13.2	Small EDRK-rich factor 1	None
16266	Serine hydrolase-like protein	Enzyme	Tdark	0	16266	SERHL	Belongs to the AB hydrolase superfamily.	94009	Q9NQF3	1	ENSP00000331376	22q13.2	Serine hydrolase-like protein	None
16267	Sestrin-1	None	Tbio	0	16267	SESN1	Belongs to the sestrin family.	27244	Q9Y6P5	2	ENSP00000393762	6q21	Sestrin-1	None
16268	Sestrin-3	None	Tbio	0	16268	SESN3	Belongs to the sestrin family.	143686	P58005	2	ENSP00000441927	11q21	Sestrin-3	None
16269	Sesquipedalian-1	None	Tbio	0	16269	FAM109A	Belongs to the sesquipedalian family.	144717	Q8N4B1	1	ENSP00000354461	12q24.12	Sesquipedalian-1	None
16270	Histone-lysine N-methyltransferase setd3	Epigenetic	Tdark	0	16270	SETD3	Belongs to the class V-like SAM-binding methyltransferase superfamily. Histone-lysine methyltransferase family. SETD3 subfamily.	84193	Q86TU7	1	ENSP00000327436	14q32.2	Histone-lysine N-methyltransferase setd3	None
16271	SET domain-containing protein 5	Epigenetic	Tbio	0	16271	SETD5	None	55209	Q9C0A6	2	ENSP00000383939	3p25.3	SET domain-containing protein 5	None
16272	SET domain-containing protein 9	None	Tdark	0	16272	SETD9	Belongs to the class V-like SAM-binding methyltransferase superfamily.	133383	Q8NE22	2	ENSP00000285947	5q11.2	SET domain-containing protein 9	None
16273	Histone-lysine N-methyltransferase SETMAR	Epigenetic	Tbio	0	16273	SETMAR	In the C-terminal section; belongs to the mariner transposase family.	6419	Q53H47	2	ENSP00000373354	3p26.1	Histone-lysine N-methyltransferase SETMAR	None
16274	Protein SET	None	Tbio	0	16274	SET	Belongs to the nucleosome assembly protein (NAP) family.	6418	Q01105	3	ENSP00000361777	9q34.11	Protein SET	None
16275	Splicing factor 3A subunit 1	None	Tbio	0	16275	SF3A1	None	10291	Q15459	1	ENSP00000215793	22q12.2	Splicing factor 3A subunit 1	None
16276	Surfactant-associated protein 2	None	Tdark	0	16276	SFTA2	None	389376	Q6UW10	1	ENSP00000351989	6p21.33	Surfactant-associated protein 2	None
16277	Secretoglobin family 3A member 2	None	Tbio	0	16277	SCGB3A2	Belongs to the secretoglobin family. UGRP subfamily.	117156	Q96PL1	1	ENSP00000296694	5q32	Secretoglobin family 3A member 2	None
16278	Gamma-sarcoglycan	None	Tbio	0	16278	SGCG	Belongs to the sarcoglycan beta/delta/gamma/zeta family.	6445	Q13326	4	ENSP00000218867	13q12.12	Gamma-sarcoglycan	None
16279	Putative SAGE1-like protein	None	Tdark	0	16279	SAGE2P	None	644717	A6NJ88	4	None	Xq26.3	Putative SAGE1-like protein	None
16280	Serine/threonine-protein kinase Sgk1	Kinase	Tchem	0	16280	SGK1	Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family.	6446	O00141	2	ENSP00000356832	6q23.2	Serine/threonine-protein kinase Sgk1	DTO_03100471
16281	Serine/threonine-protein kinase Sgk2	Kinase	Tchem	0	16281	SGK2	Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family.	10110	Q9HBY8	1	ENSP00000340608	20q13.12	Serine/threonine-protein kinase Sgk2	DTO_03100472
16282	Sigma non-opioid intracellular receptor 1	None	Tclin	0	16282	SIGMAR1	Belongs to the ERG2 family.	10280	Q99720	1	ENSP00000277010	9p13.3	Sigma non-opioid intracellular receptor 1	None
16283	Small G protein signaling modulator 2	None	Tbio	0	16283	SGSM2	Belongs to the RUTBC family.	9905	O43147	4	ENSP00000268989	17p13.3	Small G protein signaling modulator 2	None
16284	SH2 domain-containing protein 1B	None	Tbio	0	16284	SH2D1B	None	117157	O14796	2	ENSP00000356906	1q23.3	SH2 domain-containing protein 1B	None
16285	SH2 domain-containing protein 7	None	Tdark	0	16285	SH2D7	None	646892	A6NKC9	2	ENSP00000327846	15q25.1	SH2 domain-containing protein 7	None
16286	SH3 domain-containing kinase-binding protein 1	Enzyme	Tbio	0	16286	SH3KBP1	None	30011	Q96B97	2	ENSP00000380921	Xp22.12	SH3 domain-containing kinase-binding protein 1	None
16287	SH3 domain-binding glutamic acid-rich-like protein	None	Tbio	0	16287	SH3BGRL	Belongs to the SH3BGR family.	6451	O75368	1	ENSP00000362308	Xq21.1	SH3 domain-binding glutamic acid-rich-like protein	None
16288	SHC-transforming protein 2	None	Tbio	0	16288	SHC2	None	25759	P98077	4	ENSP00000264554	19p13.3	SHC-transforming protein 2	None
16289	Small integral membrane protein 14	None	Tdark	0	16289	SMIM14	None	201895	Q96QK8	1	ENSP00000295958	4p14	Small integral membrane protein 14	None
16290	Small integral membrane protein 15	None	Tdark	0	16290	SMIM15	Belongs to the SMIM15 family.	643155	Q7Z3B0	1	ENSP00000339324	5q12.1	Small integral membrane protein 15	None
16291	Small integral membrane protein 17	None	Tdark	0	16291	SMIM17	None	147670	P0DL12	1	ENSP00000471126	19q13.43	Small integral membrane protein 17	None
16292	Single-minded homolog 1	TF	Tbio	0	16292	SIM1	None	6492	P81133	2	ENSP00000262901	6q16.3	Single-minded homolog 1	None
16293	Small integral membrane protein 23	None	Tdark	0	16293	SMIM23	None	644994	A6NLE4	3	ENSP00000331214	5q35.1	Small integral membrane protein 23	None
16294	Small integral membrane protein 24	None	Tdark	0	16294	SMIM24	None	284422	O75264	2	ENSP00000215531	19p13.3	Small integral membrane protein 24	None
16295	Small integral membrane protein 28	None	Tdark	0	16295	SMIM28	None	110806279	A0A1B0GU29	1	None	6q24.1	Small integral membrane protein 28	None
16296	Spindle and kinetochore-associated protein 1	None	Tbio	0	16296	SKA1	Belongs to the SKA1 family.	220134	Q96BD8	1	ENSP00000285116	18q21.1	Spindle and kinetochore-associated protein 1	None
16297	Spindle and kinetochore-associated protein 3	None	Tbio	0	16297	SKA3	Belongs to the SKA3 family.	221150	Q8IX90	2	ENSP00000319417	13q12.11	Spindle and kinetochore-associated protein 3	None
16298	Src kinase-associated phosphoprotein 2	Enzyme	Tbio	0	16298	SKAP2	Belongs to the SKAP family.	8935	O75563	1	ENSP00000005587	7p15.2	Src kinase-associated phosphoprotein 2	None
16299	S-phase kinase-associated protein 2	Enzyme	Tbio	0	16299	SKP2	None	6502	Q13309	2	ENSP00000274255	5p13.2	S-phase kinase-associated protein 2	None
16300	Signaling lymphocytic activation molecule	None	Tbio	0	16300	SLAMF1	None	6504	Q13291	1	ENSP00000306190	1q23.3	Signaling lymphocytic activation molecule	None
16301	SLAM family member 7	None	Tclin	0	16301	SLAMF7	None	57823	Q9NQ25	1	ENSP00000357022	1q23.3	SLAM family member 7	None
16302	SLAM family member 9	None	Tdark	0	16302	SLAMF9	None	89886	Q96A28	2	ENSP00000357072	1q23.2	SLAM family member 9	None
16303	SLAIN motif-containing protein 1	None	Tdark	0	16303	SLAIN1	Belongs to the SLAIN motif-containing family.	122060	Q8ND83	3	ENSP00000418707	13q22.3	SLAIN motif-containing protein 1	None
16304	SLAIN motif-containing protein 2	None	Tdark	0	16304	SLAIN2	Belongs to the SLAIN motif-containing family.	57606	Q9P270	2	ENSP00000264313	4p11	SLAIN motif-containing protein 2	None
16305	SMC5-SMC6 complex localization factor protein 1	None	Tbio	0	16305	SLF1	None	84250	Q9BQI6	2	ENSP00000265140	5q15	SMC5-SMC6 complex localization factor protein 1	None
16306	SMC5-SMC6 complex localization factor protein 2	None	Tbio	0	16306	SLF2	Belongs to the FAM178 family.	55719	Q8IX21	2	ENSP00000359292	10q24.31	SMC5-SMC6 complex localization factor protein 2	None
16307	Somatoliberin	None	Tbio	0	16307	GHRH	Belongs to the glucagon family.	2691	P01286	1	ENSP00000237527	20q11.23	Somatoliberin	None
16308	SLIT and NTRK-like protein 1	None	Tbio	0	16308	SLITRK1	Belongs to the SLITRK family.	114798	Q96PX8	2	ENSP00000366288	13q31.1	SLIT and NTRK-like protein 1	None
16309	SLIT and NTRK-like protein 2	None	Tbio	0	16309	SLITRK2	Belongs to the SLITRK family.	84631	Q9H156	1	ENSP00000359521	Xq27.3	SLIT and NTRK-like protein 2	None
16310	SLIT and NTRK-like protein 3	None	Tbio	0	16310	SLITRK3	Belongs to the SLITRK family.	22865	O94933	2	ENSP00000241274	3q26.1	SLIT and NTRK-like protein 3	None
16311	SLIT and NTRK-like protein 6	None	Tbio	0	16311	SLITRK6	Belongs to the SLITRK family.	84189	Q9H5Y7	3	ENSP00000383143	13q31.1	SLIT and NTRK-like protein 6	None
16312	Slit homolog 1 protein	None	Tbio	0	16312	SLIT1	None	6585	O75093	4	ENSP00000266058	10q24.1	Slit homolog 1 protein	None
16313	Slit homolog 2 protein	None	Tbio	0	16313	SLIT2	None	9353	O94813	1	ENSP00000422591	4p15.31	Slit homolog 2 protein	None
16314	Schlafen family member 12	None	Tbio	0	16314	SLFN12	Belongs to the Schlafen family.	55106	Q8IYM2	2	ENSP00000302077	17q12	Schlafen family member 12	None
16315	Schlafen-like protein 1	None	Tdark	0	16315	SLFNL1	Belongs to the Schlafen family.	200172	Q499Z3	2	ENSP00000304401	1p34.2	Schlafen-like protein 1	None
16316	SAFB-like transcription modulator	None	Tdark	0	16316	SLTM	None	79811	Q9NWH9	2	ENSP00000369887	15q22.1	SAFB-like transcription modulator	None
16317	Structure-specific endonuclease subunit SLX1	Enzyme	Tbio	0	16317	SLX1B	Belongs to the SLX1 family.	79008	Q9BQ83	1	ENSP00000328940	16p11.2	Structure-specific endonuclease subunit SLX1	None
16318	Small acidic protein	None	Tdark	0	16318	C11orf58	Belongs to the SMAP family.	10944	O00193	1	ENSP00000228136	11p15.2	Small acidic protein	None
16319	Structural maintenance of chromosomes protein 1B	None	Tbio	0	16319	SMC1B	Belongs to the SMC family. SMC1 subfamily.	27127	Q8NDV3	2	ENSP00000350036	22q13.31	Structural maintenance of chromosomes protein 1B	None
16320	Structural maintenance of chromosomes protein 3	None	Tbio	0	16320	SMC3	Belongs to the SMC family. SMC3 subfamily.	9126	Q9UQE7	2	ENSP00000354720	10q25.2	Structural maintenance of chromosomes protein 3	None
16321	Structural maintenance of chromosomes protein 6	None	Tbio	0	16321	SMC6	Belongs to the SMC family. SMC6 subfamily.	79677	Q96SB8	2	ENSP00000323439	2p24.2	Structural maintenance of chromosomes protein 6	None
16322	Probable global transcription activator SNF2L1	None	Tbio	0	16322	SMARCA1	Belongs to the SNF2/RAD54 helicase family. ISWI subfamily.	6594	P28370	2	ENSP00000360163	Xq25-q26.1	Probable global transcription activator SNF2L1	None
16323	Small integral membrane protein 7	None	Tdark	0	16323	SMIM7	Belongs to the SMIM7 family.	79086	Q9BQ49	2	ENSP00000417147	19p13.11	Small integral membrane protein 7	None
16324	SPARC-related modular calcium-binding protein 1	None	Tbio	0	16324	SMOC1	None	64093	Q9H4F8	1	ENSP00000355110	14q24.1	SPARC-related modular calcium-binding protein 1	None
16325	SPARC-related modular calcium-binding protein 2	None	Tbio	0	16325	SMOC2	None	64094	Q9H3U7	2	ENSP00000346537	6q27	SPARC-related modular calcium-binding protein 2	None
16326	Submaxillary gland androgen-regulated protein 3A	None	Tdark	0	16326	SMR3A	Belongs to the PROL1/PROL3 family.	26952	Q99954	2	ENSP00000302400	4q13.3	Submaxillary gland androgen-regulated protein 3A	None
16327	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	None	Tbio	0	16327	SMARCD2	Belongs to the SMARCD family.	6603	Q92925	3	ENSP00000392617	17q23.3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	None
16328	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	None	Tbio	0	16328	SMARCD3	Belongs to the SMARCD family.	6604	Q6STE5	1	ENSP00000262188	7q36.1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	None
16329	Smoothelin-like protein 1	None	Tbio	0	16329	SMTNL1	Belongs to the smoothelin family.	219537	A8MU46	1	ENSP00000406485	11q12.1	Smoothelin-like protein 1	None
16330	WD40 repeat-containing protein SMU1	None	Tbio	0	16330	SMU1	Belongs to the WD repeat SMU1 family.	55234	Q2TAY7	2	ENSP00000380336	9p21.1	WD40 repeat-containing protein SMU1	None
16331	E3 ubiquitin-protein ligase SMURF2	Enzyme	Tbio	0	16331	SMURF2	None	64750	Q9HAU4	1	ENSP00000262435	17q23.3-q24.1	E3 ubiquitin-protein ligase SMURF2	None
16332	Histone-lysine N-methyltransferase SMYD1	Epigenetic	Tbio	0	16332	SMYD1	Belongs to the class V-like SAM-binding methyltransferase superfamily.	150572	Q8NB12	1	ENSP00000393453	2p11.2	Histone-lysine N-methyltransferase SMYD1	None
16333	Histone-lysine N-methyltransferase SMYD3	Epigenetic	Tchem	0	16333	SMYD3	Belongs to the class V-like SAM-binding methyltransferase superfamily. Histone-lysine methyltransferase family.	64754	Q9H7B4	4	ENSP00000373637	1q44	Histone-lysine N-methyltransferase SMYD3	None
16334	SET and MYND domain-containing protein 5	Epigenetic	Tbio	0	16334	SMYD5	Belongs to the class V-like SAM-binding methyltransferase superfamily.	10322	Q6GMV2	2	ENSP00000374152	2p13.2	SET and MYND domain-containing protein 5	None
16335	Zinc finger protein SNAI3	TF	Tbio	0	16335	SNAI3	Belongs to the snail C2H2-type zinc-finger protein family.	333929	Q3KNW1	1	ENSP00000327968	16q24.3	Zinc finger protein SNAI3	None
16336	Vacuolar-sorting protein SNF8	None	Tbio	0	16336	SNF8	Belongs to the SNF8 family.	11267	Q96H20	1	ENSP00000421380	17q21.32	Vacuolar-sorting protein SNF8	None
16337	Synaptogyrin-1	None	Tbio	0	16337	SYNGR1	Belongs to the synaptogyrin family.	9145	O43759	2	ENSP00000332287	22q13.1	Synaptogyrin-1	None
16338	Synaptogyrin-3	None	Tbio	0	16338	SYNGR3	Belongs to the synaptogyrin family.	9143	O43761	2	ENSP00000248121	16p13.3	Synaptogyrin-3	None
16339	Uncharacterized protein encoded by SND1-IT1	None	Tdark	0	16339	SND1-IT1	None	27099	Q9HBX3	1	None	7q32.1	Uncharacterized protein encoded by SND1-IT1	None
16340	Stannin	None	Tbio	0	16340	SNN	Belongs to the stannin family.	8303	O75324	1	ENSP00000329287	16p13.13	Stannin	None
16341	Synaptosomal-associated protein 29	None	Tbio	0	16341	SNAP29	Belongs to the SNAP-25 family.	9342	O95721	1	ENSP00000215730	22q11.21	Synaptosomal-associated protein 29	None
16342	Syntaphilin	None	Tbio	0	16342	SNPH	None	9751	O15079	2	ENSP00000371297	20p13	Syntaphilin	None
16343	U11/U12 small nuclear ribonucleoprotein 25 kDa protein	None	Tdark	0	16343	SNRNP25	None	79622	Q9BV90	1	ENSP00000372482	16p13.3	U11/U12 small nuclear ribonucleoprotein 25 kDa protein	None
16344	U5 small nuclear ribonucleoprotein 40 kDa protein	None	Tbio	0	16344	SNRNP40	None	9410	Q96DI7	1	ENSP00000263694	1p35.2	U5 small nuclear ribonucleoprotein 40 kDa protein	None
16345	U1 small nuclear ribonucleoprotein A	None	Tbio	0	16345	SNRPA	Belongs to the RRM U1 A/B'' family.	6626	P09012	3	ENSP00000243563	19q13.1	U1 small nuclear ribonucleoprotein A	None
16346	Alpha-1-syntrophin	None	Tbio	0	16346	SNTA1	Belongs to the syntrophin family.	6640	Q13424	1	ENSP00000217381	20q11.21	Alpha-1-syntrophin	None
16347	Sentan	None	Tdark	0	16347	SNTN	Belongs to the S-100 family.	132203	A6NMZ2	1	ENSP00000341442	3p14.2	Sentan	None
16348	Beta-2-syntrophin	None	Tbio	0	16348	SNTB2	Belongs to the syntrophin family.	6645	Q13425	1	ENSP00000338191	16q22.1	Beta-2-syntrophin	None
16349	Sorting nexin-11	None	Tdark	0	16349	SNX11	Belongs to the sorting nexin family.	29916	Q9Y5W9	2	ENSP00000352175	17q21.32	Sorting nexin-11	None
16350	Sorting nexin-17	None	Tbio	0	16350	SNX17	Belongs to the sorting nexin family.	9784	Q15036	1	ENSP00000233575	2p23.3	Sorting nexin-17	None
16351	Sorting nexin-19	None	Tbio	0	16351	SNX19	Belongs to the sorting nexin family.	399979	Q92543	2	ENSP00000265909	11q24.3-q25	Sorting nexin-19	None
16352	Sorting nexin-21	None	Tdark	0	16352	SNX21	Belongs to the sorting nexin family.	90203	Q969T3	1	ENSP00000418593	20q13.12	Sorting nexin-21	None
16353	Sorting nexin-22	None	Tdark	0	16353	SNX22	Belongs to the sorting nexin family.	79856	Q96L94	1	ENSP00000323435	15q22.31	Sorting nexin-22	None
16354	Sorting nexin-2	None	Tbio	0	16354	SNX2	Belongs to the sorting nexin family.	6643	O60749	2	ENSP00000368831	5q23.2	Sorting nexin-2	None
16355	Sorting nexin-32	None	Tdark	0	16355	SNX32	Belongs to the sorting nexin family.	254122	Q86XE0	1	ENSP00000310620	11q13.1	Sorting nexin-32	None
16356	Sorting nexin-5	None	Tbio	0	16356	SNX5	Belongs to the sorting nexin family.	27131	Q9Y5X3	1	ENSP00000366988	20p11.23	Sorting nexin-5	None
16357	Solute carrier organic anion transporter family member 1B1	Transporter	Tchem	0	16357	SLCO1B1	Belongs to the organo anion transporter (TC 2.A.60) family.	10599	Q9Y6L6	2	ENSP00000256958	12p12.1	Solute carrier organic anion transporter family member 1B1	None
16358	Putative solute carrier organic anion transporter family member 1B7	Transporter	Tdark	0	16358	SLCO1B7	Belongs to the organo anion transporter (TC 2.A.60) family.	338821	G3V0H7	1	ENSP00000394168	12p12.2	Putative solute carrier organic anion transporter family member 1B7	None
16359	Solute carrier organic anion transporter family member 1C1	Transporter	Tbio	0	16359	SLCO1C1	Belongs to the organo anion transporter (TC 2.A.60) family.	53919	Q9NYB5	1	ENSP00000370964	12p12.2	Solute carrier organic anion transporter family member 1C1	None
16360	Solute carrier organic anion transporter family member 2A1	Transporter	Tchem	0	16360	SLCO2A1	Belongs to the organo anion transporter (TC 2.A.60) family.	6578	Q92959	2	ENSP00000311291	3q22.1-q22.2	Solute carrier organic anion transporter family member 2A1	None
16361	Solute carrier organic anion transporter family member 2B1	Transporter	Tchem	0	16361	SLCO2B1	Belongs to the organo anion transporter (TC 2.A.60) family.	11309	O94956	2	ENSP00000289575	11q13	Solute carrier organic anion transporter family member 2B1	None
16362	Solute carrier organic anion transporter family member 3A1	Transporter	Tbio	0	16362	SLCO3A1	Belongs to the organo anion transporter (TC 2.A.60) family.	28232	Q9UIG8	3	ENSP00000320634	15q26.1	Solute carrier organic anion transporter family member 3A1	None
16363	Solute carrier organic anion transporter family member 4A1	Transporter	Tbio	0	16363	SLCO4A1	Belongs to the organo anion transporter (TC 2.A.60) family.	28231	Q96BD0	2	ENSP00000217159	20q13.33	Solute carrier organic anion transporter family member 4A1	None
